-200.04432622841426	0.7645548257821693	0.5000000001276264
-200.00007631062445	0.03171503807732964	0.5
-200.03727508769572	-0.7010851516818171	0.5000000000758967
-200.1559087063809	-1.4347604489840797	0.5000000055516766
-200.3559329863111	-2.1702251064533424	0.5000000660173711
-200.6372734368815	-2.9083924506813603	0.5000003785870236
-200.99982528571928	-3.650174409487633	0.5000014604599378
-201.44345351872798	-4.396481039800555	0.5000043888318193
-201.96799293168425	-5.148220056367011	0.5000111052537984
-202.5732481933744	-5.90629636152254	0.5000247807425264
-203.25899392023845	-6.671611576199797	0.5000502371831522
-204.02497476249675	-7.445063572416491	0.5000944198459526
-204.87090550172206	-8.227546007438116	0.5001669151633115
-205.79647115982092	-9.019947859810681	0.500280507292828
-206.8013271193696	-9.823152967496403	0.5004517664303859
-207.88509925528209	-10.638039568307082	0.5007016613392941
-209.0473840777249	-11.465479842825967	0.5010561881329029
-210.2877488862436	-12.306339460050587	0.5015470069925952
-211.6057319350334	-13.161477125942175	0.5022120782243191
-213.00084260928648	-14.031744135080482	0.5030962888578272
-214.47256161254185	-14.91798392564161	0.5042520608758306
-216.02034116497322	-15.821031637880981	0.5057399321268935
-217.64360521252937	-16.74171367632541	0.507629101027075
-219.34174964683493	-17.68084727588237	0.5099979262912643
-221.11414253577988	-18.639240072031985	0.5129343731551692
-222.96012436469476	-19.61768967532694	0.5165363978521759
-224.87900828800943	-20.616983250376343	0.5209122624934153
-226.8700803913215	-21.63789709949028	0.5261807729619631
-228.93259996373138	-22.681196251198145	0.5324714329701872
-231.06579978036325	-23.747634053809303	0.5399245080382183
-233.26888639495203	-24.837951774194696	0.5486909938274082
-235.54104044236337	-25.95287820198716	0.5589324840004006
-237.88141695096493	-27.09312925936316	0.5708209335726278
-240.28914566466645	-28.25940761658276	0.5845383145635614
-242.76333137456004	-29.452402313481652	0.6002761616428212
-245.3030542599827	-30.6727883870476	0.6182350063882776
-247.90737023888488	-31.92122650528851	0.638623699725991
-250.5753113273642	-33.19836260754172	0.661658623094036
-253.30588600822085	-34.50482755137097	0.6875627898582464
-256.09807960836076	-35.8412367662402	0.7165648395007526
-258.95085468496643	-37.208189914109724	0.7488979280899143
-261.86315142018674	-38.60627055709192	0.7847985195183881
-264.83388802425816	-40.0360458323484	0.8245050829558729
-267.8619611468685	-41.498066134350445	0.8682567028934776
-270.94624629660615	-42.99286480465865	0.9162916090543933
-274.0855982683137	-44.520957829363304	0.9688456342995551
-277.27885157819685	-46.0828435443303	1.0261506094611743
-280.52482090650943	-47.67900234836067	1.0884327047823468
-283.8223015476123	-49.309896424435124	1.1559107283279142
-287.17006986726017	-50.975969469138015	1.2287943923407616
-290.56688376692006	-52.67764643039898	1.3072825590581962
-294.01148315491923	-54.41533325367969	1.3915614779600696
